call_id,agent_id,customer_phone,start_time,end_time,call_outcome,language,disposition_code,amount_promised,retry_flag,call_duration_seconds,call_hour,call_date,is_weekend,duration_bucket,is_amount_imputed
CALL_193,AGENT_1,9757820386,2026-05-25 17:58:30,2026-05-25 18:13:08,no_answer,Marathi,PTP,5000.0,False,878.0,17,2026-05-25,False,long,False
CALL_194,AGENT_9,9367570835,2026-04-17 14:20:11,2026-04-17 14:28:11,dropped,Marathi,CALL_BACK,1000.0,False,480.0,14,2026-04-17,False,long,False
CALL_195,AGENT_5,9828042067,2026-02-08 12:35:19,2026-02-08 12:39:19,dropped,Marathi,PTP,2000.0,False,240.0,12,2026-02-08,True,medium,False
CALL_196,AGENT_5,9309011489,2026-04-12 16:59:59,2026-04-12 17:13:43,connected,Marathi,CALL_BACK,5000.0,False,824.0,16,2026-04-12,True,long,False
CALL_197,AGENT_5,9045168545,2026-04-27 13:49:51,2026-04-27 13:52:30,dropped,Marathi,PTP,1000.0,False,159.0,13,2026-04-27,False,medium,False
CALL_198,AGENT_9,9291126537,2026-03-24 15:13:12,2026-03-24 15:27:29,dropped,Hindi,PTP,5000.0,True,857.0,15,2026-03-24,False,long,False
CALL_199,AGENT_4,9056361897,2026-02-02 18:57:33,2026-02-02 19:01:34,connected,English,FOLLOW_UP,2000.0,True,241.0,18,2026-02-02,False,medium,False
CALL_200,AGENT_8,9512656440,2026-02-01 16:59:10,2026-02-01 17:06:16,no_answer,English,FOLLOW_UP,1000.0,True,426.0,16,2026-02-01,True,long,False
CALL_202,AGENT_1,9009950544,2026-04-06 19:55:59,2026-04-06 20:01:05,dropped,Marathi,CALL_BACK,0.0,False,306.0,19,2026-04-06,False,long,True
CALL_204,AGENT_3,9015122787,2026-02-24 15:41:16,2026-02-24 15:53:41,dropped,English,CALL_BACK,500.0,True,745.0,15,2026-02-24,False,long,False
CALL_206,AGENT_5,9411859868,2026-02-16 13:59:15,2026-02-16 13:59:31,no_answer,English,FOLLOW_UP,1000.0,False,16.0,13,2026-02-16,False,short,False
CALL_207,AGENT_6,9743854609,2026-05-24 17:00:16,2026-05-24 17:11:35,no_answer,Hindi,CALL_BACK,0.0,False,679.0,17,2026-05-24,True,long,True
CALL_208,AGENT_5,9741193655,2026-03-06 14:43:32,2026-03-06 14:55:42,connected,Marathi,FOLLOW_UP,1000.0,True,730.0,14,2026-03-06,False,long,False
CALL_209,AGENT_10,9401176618,2026-02-05 15:09:29,2026-02-05 15:22:24,callback_requested,Marathi,CALL_BACK,2000.0,True,775.0,15,2026-02-05,False,long,False
CALL_210,AGENT_2,9564258474,2026-02-22 20:38:55,2026-02-22 20:52:31,callback_requested,Marathi,CALL_BACK,1000.0,True,816.0,20,2026-02-22,True,long,False
CALL_211,AGENT_4,9614933740,2026-05-04 08:53:35,2026-05-04 09:02:22,no_answer,Hindi,FOLLOW_UP,5000.0,False,527.0,8,2026-05-04,False,long,False
CALL_215,AGENT_7,9402074351,2026-04-06 20:08:49,2026-04-06 20:19:55,callback_requested,English,FOLLOW_UP,2000.0,True,666.0,20,2026-04-06,False,long,False
CALL_216,AGENT_3,9576876906,2026-05-05 18:55:22,2026-05-05 18:57:33,callback_requested,Marathi,PTP,500.0,True,131.0,18,2026-05-05,False,medium,False
CALL_217,AGENT_7,9571159367,2026-01-10 15:43:46,2026-01-10 15:53:13,callback_requested,Hindi,PTP,2000.0,False,567.0,15,2026-01-10,True,long,False
CALL_218,AGENT_2,9034593072,2026-02-09 11:59:56,2026-02-09 12:12:28,callback_requested,Marathi,PTP,500.0,True,752.0,11,2026-02-09,False,long,False
CALL_219,AGENT_1,9262781292,2026-01-04 17:02:28,2026-01-04 17:12:50,connected,English,FOLLOW_UP,500.0,True,622.0,17,2026-01-04,True,long,False
CALL_220,AGENT_10,9342420233,2026-01-05 16:18:14,2026-01-05 16:32:19,dropped,Hindi,FOLLOW_UP,500.0,True,845.0,16,2026-01-05,False,long,False
CALL_221,AGENT_3,9672155012,2026-04-10 12:03:35,2026-04-10 12:13:50,callback_requested,Marathi,FOLLOW_UP,0.0,False,615.0,12,2026-04-10,False,long,True
CALL_222,AGENT_7,9160221190,2026-04-26 16:20:44,2026-04-26 16:28:00,dropped,English,PTP,5000.0,False,436.0,16,2026-04-26,True,long,False
CALL_223,AGENT_3,9865195567,2026-02-28 11:19:54,2026-02-28 11:32:08,callback_requested,Hindi,CALL_BACK,2000.0,False,734.0,11,2026-02-28,True,long,False
CALL_224,AGENT_4,9354617185,2026-05-17 10:24:15,2026-05-17 10:28:46,connected,English,FOLLOW_UP,0.0,True,271.0,10,2026-05-17,True,medium,True
CALL_225,AGENT_1,9938042824,2026-01-09 14:43:38,2026-01-09 14:54:05,connected,Hindi,CALL_BACK,5000.0,True,627.0,14,2026-01-09,False,long,False
CALL_226,AGENT_4,9204036387,2026-04-07 13:19:58,2026-04-07 13:20:23,connected,Marathi,FOLLOW_UP,500.0,True,25.0,13,2026-04-07,False,short,False
CALL_229,AGENT_5,9594113766,2026-05-28 11:47:09,2026-05-28 11:47:35,callback_requested,English,PTP,500.0,False,26.0,11,2026-05-28,False,short,False
CALL_231,AGENT_9,9524325659,2026-02-24 20:22:10,2026-02-24 20:24:43,no_answer,Marathi,CALL_BACK,0.0,True,153.0,20,2026-02-24,False,medium,True
CALL_232,AGENT_7,9147630403,2026-01-27 18:03:48,2026-01-27 18:04:04,no_answer,Hindi,CALL_BACK,500.0,True,16.0,18,2026-01-27,False,short,False
CALL_233,AGENT_10,9980059410,2026-02-17 15:23:03,2026-02-17 15:33:45,callback_requested,Marathi,FOLLOW_UP,0.0,True,642.0,15,2026-02-17,False,long,True
CALL_234,AGENT_5,9575244407,2026-05-18 14:00:01,2026-05-18 14:09:13,dropped,Hindi,CALL_BACK,2000.0,True,552.0,14,2026-05-18,False,long,False
CALL_235,AGENT_10,9565277813,2026-01-04 16:09:15,2026-01-04 16:12:41,dropped,English,FOLLOW_UP,2000.0,True,206.0,16,2026-01-04,True,medium,False
CALL_236,AGENT_4,9322095317,2026-03-13 15:36:15,2026-03-13 15:48:18,connected,Marathi,CALL_BACK,0.0,True,723.0,15,2026-03-13,False,long,True
CALL_237,AGENT_1,9754674236,2026-04-13 14:35:30,2026-04-13 14:36:37,no_answer,Hindi,FOLLOW_UP,2000.0,False,67.0,14,2026-04-13,False,medium,False
CALL_238,AGENT_4,9227007332,2026-05-28 09:57:33,2026-05-28 09:58:26,callback_requested,English,PTP,0.0,False,53.0,9,2026-05-28,False,short,True
CALL_239,AGENT_6,9016812751,2026-05-19 18:02:11,2026-05-19 18:16:51,no_answer,Marathi,PTP,2000.0,True,880.0,18,2026-05-19,False,long,False
CALL_240,AGENT_7,9726960759,2026-03-06 17:15:36,2026-03-06 17:30:00,dropped,English,CALL_BACK,500.0,True,864.0,17,2026-03-06,False,long,False
CALL_241,AGENT_4,9900520057,2026-05-24 13:03:06,2026-05-24 13:10:43,connected,English,CALL_BACK,5000.0,False,457.0,13,2026-05-24,True,long,False
CALL_242,AGENT_8,9244961731,2026-03-01 18:17:50,2026-03-01 18:25:41,dropped,Marathi,FOLLOW_UP,2000.0,True,471.0,18,2026-03-01,True,long,False
CALL_243,AGENT_5,9856905222,2026-05-22 14:05:49,2026-05-22 14:16:32,no_answer,Marathi,PTP,0.0,False,643.0,14,2026-05-22,False,long,True
CALL_244,AGENT_7,9340030663,2026-02-13 19:50:40,2026-02-13 19:53:27,dropped,Hindi,PTP,0.0,False,167.0,19,2026-02-13,False,medium,True
CALL_245,AGENT_2,9201210399,2026-04-12 20:17:06,2026-04-12 20:19:31,callback_requested,English,CALL_BACK,5000.0,False,145.0,20,2026-04-12,True,medium,False
CALL_246,AGENT_10,9642144634,2026-01-01 09:22:35,2026-01-01 09:24:20,dropped,English,PTP,1000.0,False,105.0,9,2026-01-01,False,medium,False
CALL_247,AGENT_4,9614137833,2026-04-25 09:46:57,2026-04-25 09:56:39,no_answer,Marathi,FOLLOW_UP,500.0,True,582.0,9,2026-04-25,True,long,False
CALL_248,AGENT_3,9466730092,2026-03-10 12:31:09,2026-03-10 12:32:23,dropped,English,FOLLOW_UP,2000.0,True,74.0,12,2026-03-10,False,medium,False
CALL_250,AGENT_6,9472685761,2026-01-13 13:53:39,2026-01-13 14:00:18,dropped,English,CALL_BACK,5000.0,True,399.0,13,2026-01-13,False,long,False
CALL_251,AGENT_6,9190736564,2026-03-11 17:44:12,2026-03-11 17:52:32,callback_requested,English,FOLLOW_UP,2000.0,True,500.0,17,2026-03-11,False,long,False
CALL_252,AGENT_6,9122286118,2026-03-13 12:52:50,2026-03-13 12:59:42,no_answer,Marathi,CALL_BACK,500.0,True,412.0,12,2026-03-13,False,long,False
CALL_254,AGENT_7,9079419456,2026-02-09 18:09:45,2026-02-09 18:17:08,callback_requested,Marathi,FOLLOW_UP,5000.0,False,443.0,18,2026-02-09,False,long,False
CALL_255,AGENT_6,9753374076,2026-05-17 19:26:34,2026-05-17 19:27:21,connected,Hindi,PTP,1000.0,True,47.0,19,2026-05-17,True,short,False
CALL_256,AGENT_7,9808186980,2026-05-02 17:41:43,2026-05-02 17:52:55,dropped,English,PTP,0.0,True,672.0,17,2026-05-02,True,long,True
CALL_257,AGENT_10,9738374035,2026-03-08 16:47:33,2026-03-08 16:57:14,no_answer,English,FOLLOW_UP,2000.0,False,581.0,16,2026-03-08,True,long,False
CALL_258,AGENT_8,9112259020,2026-05-23 16:09:22,2026-05-23 16:09:57,dropped,English,PTP,0.0,True,35.0,16,2026-05-23,True,short,True
CALL_260,AGENT_2,9024250578,2026-03-03 12:02:51,2026-03-03 12:15:08,dropped,Marathi,PTP,500.0,True,737.0,12,2026-03-03,False,long,False
CALL_261,AGENT_7,9496126873,2026-05-06 16:10:21,2026-05-06 16:20:04,no_answer,English,CALL_BACK,500.0,True,583.0,16,2026-05-06,False,long,False
CALL_263,AGENT_10,9109255425,2026-03-25 19:51:50,2026-03-25 19:53:04,no_answer,English,FOLLOW_UP,500.0,False,74.0,19,2026-03-25,False,medium,False
CALL_264,AGENT_6,9640992546,2026-01-09 18:55:31,2026-01-09 19:04:41,callback_requested,Marathi,FOLLOW_UP,5000.0,True,550.0,18,2026-01-09,False,long,False
CALL_265,AGENT_5,9986427907,2026-03-12 15:39:11,2026-03-12 15:53:14,connected,Marathi,PTP,1000.0,True,843.0,15,2026-03-12,False,long,False
CALL_266,AGENT_3,9548494024,2026-02-10 09:11:23,2026-02-10 09:23:23,callback_requested,English,CALL_BACK,500.0,False,720.0,9,2026-02-10,False,long,False
CALL_267,AGENT_3,9595832844,2026-04-06 15:40:34,2026-04-06 15:52:34,no_answer,English,FOLLOW_UP,500.0,True,720.0,15,2026-04-06,False,long,False
CALL_268,AGENT_6,9010290140,2026-03-27 15:39:03,2026-03-27 15:53:59,callback_requested,Hindi,PTP,2000.0,False,896.0,15,2026-03-27,False,long,False
CALL_271,AGENT_6,9582014641,2026-05-04 12:49:34,2026-05-04 13:03:47,connected,Marathi,FOLLOW_UP,5000.0,True,853.0,12,2026-05-04,False,long,False
CALL_272,AGENT_4,9319662531,2026-04-04 19:53:41,2026-04-04 20:06:40,connected,English,FOLLOW_UP,1000.0,True,779.0,19,2026-04-04,True,long,False
CALL_275,AGENT_9,9966534376,2026-03-23 12:18:36,2026-03-23 12:23:19,connected,Hindi,FOLLOW_UP,0.0,False,283.0,12,2026-03-23,False,medium,True
CALL_276,AGENT_6,9889575564,2026-02-23 10:15:09,2026-02-23 10:27:27,no_answer,Marathi,FOLLOW_UP,2000.0,True,738.0,10,2026-02-23,False,long,False
CALL_277,AGENT_8,9081084980,2026-05-21 12:40:26,2026-05-21 12:47:00,connected,English,CALL_BACK,1000.0,False,394.0,12,2026-05-21,False,long,False
CALL_278,AGENT_2,9784832186,2026-04-16 13:37:00,2026-04-16 13:51:59,callback_requested,Marathi,CALL_BACK,1000.0,True,899.0,13,2026-04-16,False,long,False
CALL_279,AGENT_8,9288339233,2026-05-13 11:27:52,2026-05-13 11:31:38,dropped,English,FOLLOW_UP,5000.0,True,226.0,11,2026-05-13,False,medium,False
CALL_280,AGENT_1,9049330844,2026-05-28 15:50:21,2026-05-28 16:02:09,connected,Marathi,FOLLOW_UP,0.0,True,708.0,15,2026-05-28,False,long,True
CALL_281,AGENT_3,9947198944,2026-02-15 15:00:27,2026-02-15 15:04:04,dropped,Hindi,FOLLOW_UP,0.0,False,217.0,15,2026-02-15,True,medium,True
CALL_283,AGENT_2,9142485313,2026-01-23 09:00:13,2026-01-23 09:08:31,no_answer,Marathi,CALL_BACK,2000.0,True,498.0,9,2026-01-23,False,long,False
CALL_284,AGENT_7,9745210115,2026-01-23 13:52:07,2026-01-23 14:06:57,no_answer,English,PTP,500.0,False,890.0,13,2026-01-23,False,long,False
CALL_285,AGENT_6,9945954731,2026-01-24 20:06:06,2026-01-24 20:11:36,dropped,Hindi,FOLLOW_UP,500.0,True,330.0,20,2026-01-24,True,long,False
CALL_287,AGENT_2,9150337960,2026-05-22 15:55:13,2026-05-22 15:56:51,connected,Marathi,CALL_BACK,2000.0,False,98.0,15,2026-05-22,False,medium,False
CALL_288,AGENT_2,9266467312,2026-04-11 20:08:15,2026-04-11 20:13:08,dropped,Marathi,PTP,1000.0,True,293.0,20,2026-04-11,True,medium,False
CALL_291,AGENT_2,9017920106,2026-03-18 18:11:48,2026-03-18 18:20:00,connected,Hindi,FOLLOW_UP,500.0,True,492.0,18,2026-03-18,False,long,False
CALL_294,AGENT_2,9333041955,2026-05-21 20:53:41,2026-05-21 21:05:28,callback_requested,Marathi,PTP,0.0,True,707.0,20,2026-05-21,False,long,True
CALL_295,AGENT_1,9332097676,2026-01-14 09:29:39,2026-01-14 09:40:12,no_answer,Hindi,PTP,500.0,True,633.0,9,2026-01-14,False,long,False
CALL_296,AGENT_5,9179275105,2026-02-16 13:33:33,2026-02-16 13:47:04,dropped,Hindi,CALL_BACK,1000.0,True,811.0,13,2026-02-16,False,long,False
CALL_297,AGENT_2,9282340033,2026-01-11 20:27:17,2026-01-11 20:36:23,connected,English,FOLLOW_UP,5000.0,False,546.0,20,2026-01-11,True,long,False
CALL_298,AGENT_5,9830355646,2026-01-16 17:10:23,2026-01-16 17:13:14,connected,Marathi,CALL_BACK,0.0,True,171.0,17,2026-01-16,False,medium,True
CALL_299,AGENT_4,9049372289,2026-05-01 08:54:55,2026-05-01 08:55:17,callback_requested,English,FOLLOW_UP,500.0,True,22.0,8,2026-05-01,False,short,False
CALL_300,AGENT_7,9241071485,2026-01-18 20:58:45,2026-01-18 21:11:33,dropped,Hindi,FOLLOW_UP,1000.0,False,768.0,20,2026-01-18,True,long,False
CALL_301,AGENT_1,9192569534,2026-01-19 13:07:32,2026-01-19 13:19:11,no_answer,Marathi,PTP,2000.0,True,699.0,13,2026-01-19,False,long,False
CALL_302,AGENT_6,9092755745,2026-04-28 12:49:54,2026-04-28 12:55:22,callback_requested,Hindi,FOLLOW_UP,500.0,False,328.0,12,2026-04-28,False,long,False
CALL_303,AGENT_8,9395430792,2026-05-26 12:47:39,2026-05-26 12:51:57,callback_requested,Hindi,CALL_BACK,5000.0,True,258.0,12,2026-05-26,False,medium,False
CALL_304,AGENT_6,9682837348,2026-02-01 14:01:14,2026-02-01 14:10:38,connected,English,PTP,2000.0,False,564.0,14,2026-02-01,True,long,False
CALL_306,AGENT_9,9143359401,2026-03-15 19:05:37,2026-03-15 19:07:24,callback_requested,Hindi,CALL_BACK,5000.0,True,107.0,19,2026-03-15,True,medium,False
CALL_307,AGENT_6,9994329973,2026-04-22 10:15:18,2026-04-22 10:19:55,callback_requested,Marathi,CALL_BACK,1000.0,False,277.0,10,2026-04-22,False,medium,False
CALL_308,AGENT_10,9117008688,2026-04-09 11:04:12,2026-04-09 11:06:41,no_answer,Hindi,PTP,2000.0,False,149.0,11,2026-04-09,False,medium,False
CALL_309,AGENT_4,9485242269,2026-03-14 09:34:22,2026-03-14 09:47:40,dropped,English,FOLLOW_UP,0.0,True,798.0,9,2026-03-14,True,long,True
CALL_310,AGENT_10,9043303806,2026-02-26 18:19:52,2026-02-26 18:32:03,no_answer,English,PTP,0.0,True,731.0,18,2026-02-26,False,long,True
CALL_311,AGENT_5,9880564513,2026-03-13 16:03:43,2026-03-13 16:08:59,no_answer,Hindi,FOLLOW_UP,2000.0,True,316.0,16,2026-03-13,False,long,False
CALL_313,AGENT_10,9277906552,2026-03-22 18:41:05,2026-03-22 18:51:11,connected,Hindi,PTP,500.0,False,606.0,18,2026-03-22,True,long,False
CALL_314,AGENT_8,9054371817,2026-02-03 20:21:07,2026-02-03 20:22:00,no_answer,Marathi,FOLLOW_UP,2000.0,False,53.0,20,2026-02-03,False,short,False
CALL_315,AGENT_4,9975284228,2026-01-13 18:27:11,2026-01-13 18:33:23,no_answer,English,FOLLOW_UP,2000.0,True,372.0,18,2026-01-13,False,long,False
CALL_316,AGENT_5,9535680789,2026-01-20 17:39:15,2026-01-20 17:50:27,callback_requested,Marathi,FOLLOW_UP,0.0,True,672.0,17,2026-01-20,False,long,True
CALL_317,AGENT_9,9267520363,2026-03-13 10:26:12,2026-03-13 10:37:20,connected,English,CALL_BACK,1000.0,False,668.0,10,2026-03-13,False,long,False
CALL_318,AGENT_9,9345320116,2026-05-26 15:22:58,2026-05-26 15:32:47,callback_requested,English,PTP,0.0,False,589.0,15,2026-05-26,False,long,True
CALL_319,AGENT_5,9062911855,2026-05-08 08:57:51,2026-05-08 09:11:18,callback_requested,Marathi,FOLLOW_UP,5000.0,True,807.0,8,2026-05-08,False,long,False
CALL_320,AGENT_9,9876479512,2026-02-04 11:42:15,2026-02-04 11:46:57,connected,Hindi,CALL_BACK,2000.0,False,282.0,11,2026-02-04,False,medium,False
CALL_321,AGENT_6,9981378552,2026-02-06 11:37:20,2026-02-06 11:51:15,connected,Marathi,CALL_BACK,1000.0,True,835.0,11,2026-02-06,False,long,False
CALL_322,AGENT_5,9188502642,2026-05-07 20:56:31,2026-05-07 21:05:56,callback_requested,Hindi,PTP,0.0,True,565.0,20,2026-05-07,False,long,True
CALL_323,AGENT_6,9985583524,2026-05-08 08:33:30,2026-05-08 08:33:40,no_answer,Hindi,FOLLOW_UP,500.0,False,10.0,8,2026-05-08,False,short,False
CALL_324,AGENT_2,9908901933,2026-01-01 10:37:45,2026-01-01 10:40:20,dropped,Hindi,FOLLOW_UP,2000.0,True,155.0,10,2026-01-01,False,medium,False
CALL_326,AGENT_5,9788121101,2026-02-22 17:52:11,2026-02-22 17:58:48,dropped,Hindi,PTP,0.0,False,397.0,17,2026-02-22,True,long,True
CALL_327,AGENT_10,9237184468,2026-05-02 10:38:20,2026-05-02 10:52:18,connected,English,PTP,1000.0,True,838.0,10,2026-05-02,True,long,False
CALL_328,AGENT_6,9479565240,2026-02-12 13:10:40,2026-02-12 13:12:20,connected,English,PTP,500.0,True,100.0,13,2026-02-12,False,medium,False
CALL_329,AGENT_1,9414396801,2026-03-09 20:06:46,2026-03-09 20:06:57,callback_requested,Marathi,FOLLOW_UP,500.0,False,11.0,20,2026-03-09,False,short,False
CALL_330,AGENT_8,9846892378,2026-04-13 13:34:24,2026-04-13 13:36:17,no_answer,Hindi,FOLLOW_UP,0.0,True,113.0,13,2026-04-13,False,medium,True
CALL_331,AGENT_6,9182649071,2026-03-01 13:16:06,2026-03-01 13:17:31,callback_requested,Hindi,CALL_BACK,0.0,True,85.0,13,2026-03-01,True,medium,True
CALL_332,AGENT_1,9463129902,2026-03-20 17:57:30,2026-03-20 18:09:41,no_answer,Marathi,FOLLOW_UP,500.0,True,731.0,17,2026-03-20,False,long,False
CALL_333,AGENT_9,9775282507,2026-01-11 11:12:26,2026-01-11 11:24:29,dropped,Marathi,FOLLOW_UP,1000.0,True,723.0,11,2026-01-11,True,long,False
CALL_334,AGENT_8,9164915937,2026-01-02 14:36:35,2026-01-02 14:51:05,connected,English,PTP,2000.0,True,870.0,14,2026-01-02,False,long,False
CALL_335,AGENT_4,9104138894,2026-03-27 18:40:38,2026-03-27 18:48:59,connected,Hindi,PTP,1000.0,True,501.0,18,2026-03-27,False,long,False
CALL_336,AGENT_8,9525163699,2026-04-28 09:19:50,2026-04-28 09:26:47,dropped,Hindi,CALL_BACK,5000.0,False,417.0,9,2026-04-28,False,long,False
CALL_338,AGENT_2,9092027526,2026-05-02 10:48:44,2026-05-02 11:00:17,dropped,Marathi,FOLLOW_UP,5000.0,True,693.0,10,2026-05-02,True,long,False
CALL_339,AGENT_9,9737733572,2026-05-02 14:52:33,2026-05-02 14:59:51,callback_requested,Marathi,PTP,2000.0,False,438.0,14,2026-05-02,True,long,False
CALL_340,AGENT_9,9859477004,2026-01-13 19:02:32,2026-01-13 19:12:26,no_answer,Hindi,FOLLOW_UP,500.0,True,594.0,19,2026-01-13,False,long,False
CALL_341,AGENT_2,9733500385,2026-02-26 11:08:02,2026-02-26 11:15:25,callback_requested,Hindi,CALL_BACK,500.0,False,443.0,11,2026-02-26,False,long,False
CALL_342,AGENT_9,9426656677,2026-03-24 20:04:05,2026-03-24 20:10:52,dropped,English,CALL_BACK,2000.0,True,407.0,20,2026-03-24,False,long,False
CALL_343,AGENT_7,9160677223,2026-05-19 16:50:26,2026-05-19 16:52:31,no_answer,Marathi,CALL_BACK,5000.0,True,125.0,16,2026-05-19,False,medium,False
CALL_344,AGENT_9,9945038601,2026-01-19 20:06:50,2026-01-19 20:11:52,dropped,English,FOLLOW_UP,2000.0,False,302.0,20,2026-01-19,False,long,False
CALL_345,AGENT_7,9154460628,2026-05-20 15:02:11,2026-05-20 15:07:03,callback_requested,Hindi,FOLLOW_UP,1000.0,True,292.0,15,2026-05-20,False,medium,False
CALL_346,AGENT_1,9362780939,2026-01-24 15:58:17,2026-01-24 16:04:48,dropped,English,FOLLOW_UP,2000.0,True,391.0,15,2026-01-24,True,long,False
CALL_347,AGENT_6,9289287503,2026-02-05 12:47:28,2026-02-05 13:00:50,callback_requested,Marathi,CALL_BACK,0.0,True,802.0,12,2026-02-05,False,long,True
CALL_348,AGENT_9,9931137066,2026-04-07 14:47:31,2026-04-07 15:00:38,dropped,Hindi,CALL_BACK,500.0,True,787.0,14,2026-04-07,False,long,False
CALL_349,AGENT_9,9944176181,2026-03-23 16:25:08,2026-03-23 16:38:37,connected,Hindi,PTP,500.0,True,809.0,16,2026-03-23,False,long,False
CALL_350,AGENT_4,9294181098,2026-02-02 15:03:58,2026-02-02 15:10:17,dropped,English,CALL_BACK,2000.0,True,379.0,15,2026-02-02,False,long,False
CALL_351,AGENT_3,9934671611,2026-01-08 13:31:38,2026-01-08 13:39:24,callback_requested,Marathi,CALL_BACK,1000.0,False,466.0,13,2026-01-08,False,long,False
CALL_352,AGENT_2,9306090918,2026-02-27 12:47:53,2026-02-27 12:59:48,connected,English,PTP,500.0,True,715.0,12,2026-02-27,False,long,False
CALL_353,AGENT_7,9551131533,2026-02-21 11:43:13,2026-02-21 11:47:58,connected,Marathi,PTP,2000.0,True,285.0,11,2026-02-21,True,medium,False
CALL_354,AGENT_10,9864454042,2026-02-20 20:00:14,2026-02-20 20:04:42,dropped,Marathi,CALL_BACK,1000.0,False,268.0,20,2026-02-20,False,medium,False
CALL_355,AGENT_8,9324425818,2026-04-28 13:29:16,2026-04-28 13:33:09,callback_requested,Marathi,PTP,0.0,False,233.0,13,2026-04-28,False,medium,True
CALL_356,AGENT_2,9517262695,2026-05-21 17:38:18,2026-05-21 17:43:33,connected,English,FOLLOW_UP,1000.0,False,315.0,17,2026-05-21,False,long,False
CALL_357,AGENT_4,9160985353,2026-03-21 19:57:41,2026-03-21 20:02:56,no_answer,Hindi,CALL_BACK,2000.0,False,315.0,19,2026-03-21,True,long,False
CALL_358,AGENT_5,9973788877,2026-02-24 08:41:31,2026-02-24 08:46:43,callback_requested,English,FOLLOW_UP,0.0,True,312.0,8,2026-02-24,False,long,True
CALL_359,AGENT_8,9973375420,2026-03-24 19:14:43,2026-03-24 19:24:00,dropped,Marathi,FOLLOW_UP,500.0,True,557.0,19,2026-03-24,False,long,False
CALL_361,AGENT_6,9399090969,2026-03-08 19:55:19,2026-03-08 20:02:39,dropped,Marathi,FOLLOW_UP,2000.0,True,440.0,19,2026-03-08,True,long,False
CALL_362,AGENT_2,9507042021,2026-04-02 18:37:37,2026-04-02 18:48:22,no_answer,Marathi,PTP,2000.0,False,645.0,18,2026-04-02,False,long,False
CALL_363,AGENT_7,9611392447,2026-04-02 10:08:12,2026-04-02 10:14:12,callback_requested,Hindi,FOLLOW_UP,500.0,True,360.0,10,2026-04-02,False,long,False
CALL_364,AGENT_1,9005061082,2026-04-11 18:11:20,2026-04-11 18:22:19,callback_requested,English,PTP,500.0,True,659.0,18,2026-04-11,True,long,False
CALL_365,AGENT_10,9465694083,2026-04-26 20:49:05,2026-04-26 20:51:27,callback_requested,English,FOLLOW_UP,2000.0,False,142.0,20,2026-04-26,True,medium,False
CALL_366,AGENT_1,9957784570,2026-01-02 16:12:46,2026-01-02 16:19:18,dropped,Marathi,PTP,0.0,True,392.0,16,2026-01-02,False,long,True
CALL_367,AGENT_3,9110282113,2026-02-08 19:56:22,2026-02-08 20:01:51,callback_requested,Marathi,CALL_BACK,1000.0,True,329.0,19,2026-02-08,True,long,False
CALL_368,AGENT_9,9640347321,2026-01-27 08:19:18,2026-01-27 08:27:14,dropped,English,CALL_BACK,500.0,False,476.0,8,2026-01-27,False,long,False
CALL_369,AGENT_7,9020535029,2026-04-12 20:12:10,2026-04-12 20:26:11,no_answer,Hindi,CALL_BACK,500.0,True,841.0,20,2026-04-12,True,long,False
CALL_370,AGENT_1,9402859804,2026-01-19 16:10:07,2026-01-19 16:16:32,dropped,Marathi,CALL_BACK,0.0,True,385.0,16,2026-01-19,False,long,True
CALL_373,AGENT_2,9303554082,2026-04-27 09:32:46,2026-04-27 09:43:28,connected,Hindi,FOLLOW_UP,500.0,True,642.0,9,2026-04-27,False,long,False
CALL_374,AGENT_7,9317130941,2026-03-27 16:12:22,2026-03-27 16:24:32,no_answer,Hindi,CALL_BACK,2000.0,True,730.0,16,2026-03-27,False,long,False
CALL_375,AGENT_2,9973755033,2026-04-11 11:00:00,2026-04-11 11:11:37,connected,Marathi,CALL_BACK,2000.0,True,697.0,11,2026-04-11,True,long,False
CALL_377,AGENT_1,9915095060,2026-03-15 08:06:52,2026-03-15 08:10:00,dropped,English,CALL_BACK,1000.0,False,188.0,8,2026-03-15,True,medium,False
CALL_378,AGENT_3,9712272035,2026-01-04 20:56:02,2026-01-04 20:56:21,no_answer,English,FOLLOW_UP,2000.0,False,19.0,20,2026-01-04,True,short,False
CALL_379,AGENT_7,9490204687,2026-01-12 13:11:07,2026-01-12 13:18:07,dropped,English,CALL_BACK,2000.0,False,420.0,13,2026-01-12,False,long,False
CALL_380,AGENT_3,9111361103,2026-02-04 10:44:46,2026-02-04 10:45:56,callback_requested,Marathi,FOLLOW_UP,5000.0,False,70.0,10,2026-02-04,False,medium,False
CALL_381,AGENT_1,9926183684,2026-02-20 14:49:22,2026-02-20 14:59:58,no_answer,English,FOLLOW_UP,0.0,False,636.0,14,2026-02-20,False,long,True
CALL_382,AGENT_1,9756524312,2026-04-02 09:16:41,2026-04-02 09:22:12,no_answer,Marathi,FOLLOW_UP,5000.0,True,331.0,9,2026-04-02,False,long,False
CALL_384,AGENT_6,9258655621,2026-04-28 10:04:48,2026-04-28 10:13:21,dropped,English,PTP,5000.0,True,513.0,10,2026-04-28,False,long,False
CALL_385,AGENT_2,9492949064,2026-05-21 14:25:52,2026-05-21 14:30:02,callback_requested,Marathi,FOLLOW_UP,0.0,False,250.0,14,2026-05-21,False,medium,True
